id,hip,hd,hr,gl,bf,proper,dist,mag,absmag,spect,ci,x,y,z,bayer,flam,con,comp,comp_primary,base,lum,var
497,17027,22713,1111,,21    Eri,,33.7041,5.97,3.332,K1V,0.921,19.356431,27.39344,-3.304323,,21,Eri,1,16986,,4.047622487,
498,17096,23079,,,,Tupi,33.8868,7.12,4.47,F8/G0V,0.583,11.740637,16.723573,-27.033217,,,Ret,1,17055,,1.419057522,
499,17103,22796,1115,,12    Tau,,114.0251,5.55,0.265,G6III:,0.931,65.36936,93.228959,6.080629,,12,Tau,1,17062,,68.23386941,
500,17167,22920,1121,,22    Eri,,152.207,5.53,-0.382,B9IIIp Si,-0.145,86.59518,124.407424,-13.823249,,22,Eri,1,17126,,123.8226231,
501,17181,22805,1118,,11    Tau,,146.4129,6.11,0.282,A2IV,0.097,75.539927,108.659205,62.638813,,11,Tau,1,17140,,67.17381285,
502,17304,23227,1134,,Del For,,259.7403,4.99,-2.083,B5III,-0.159,124.650555,181.78943,-137.404463,Del,,For,1,17262,,593.1984397,
503,17309,23016,1126,,13    Tau,,165.2893,5.68,-0.411,B9Vn,-0.016,87.964321,128.367463,55.718898,,13,Tau,1,17267,,127.1744886,
504,17313,22951,1123,,40    Per,,323.6246,4.97,-2.58,B0.5V,-0.048,151.663187,221.451739,180.804876,,40,Per,1,17271,,937.5620069,
505,17358,22928,1122,,39Del Per,,158.2278,3.01,-2.986,B5III SB,-0.125,59.860731,87.855481,117.192812,Del,39,Per,1,17316,,1362.699197,Del
506,17378,23249,1136,Gl 150,23Del Eri,Rana,9.0408,3.52,3.739,K0IV,0.915,5.006502,7.370189,-1.533131,Del,23,Eri,1,17336,,2.782274658,Del
507,17408,23183,1132,,14    Tau,,125.6281,6.13,0.635,G8III,0.994,66.244607,98.014944,42.27668,,14,Tau,1,17366,,48.52885002,
508,17440,23817,1175,Gl 154.2,Bet Ret,,29.8597,3.84,1.465,K0IV SB,1.133,7.098485,10.543736,-27.019807,Bet,,Ret,1,17398,,22.5943577,
509,17448,23180,1131,,38Omi Per,Atik,343.6426,3.84,-3.841,B1III,0.022,162.113525,241.065988,183.56674,Omi,38,Per,1,17406,,2995.021884,Omi
510,17457,23363,1146,,24    Eri,,200.8032,5.24,-1.274,B7V,-0.088,111.895161,166.687977,-4.075984,,24,Eri,1,17415,,281.57883,
511,17489,23288,1140,,16    Tau,Celaeno,115.6069,5.45,0.135,B7IV,-0.034,58.617318,87.564472,47.554545,,16,Tau,1,17447,,76.91304403,
512,17499,23302,1142,,17    Tau,Electra,124.0695,3.72,-1.748,B6III,-0.105,62.965631,94.124106,50.687766,,17,Tau,1,17457,,435.7124805,
513,17506,23413,1150,,25    Eri,,120.919,5.56,0.148,K4III,1.411,67.204053,100.522542,-0.626209,,25,Eri,1,17464,,75.99762144,
514,17527,23324,1144,,18    Tau,,125.4705,5.66,0.167,B8V,-0.064,63.191931,94.71856,52.706888,,18,Tau,1,17485,,74.67925899,
515,17529,23230,1135,,41Nu  Per,,170.6485,3.77,-2.391,F5IIvar,0.425,69.722894,104.539005,115.460753,Nu,41,Per,1,17487,,787.7710196,
516,17531,23338,1145,,19    Tau,Taygeta,125.4705,4.3,-1.193,B6V,-0.11,63.361504,95.01397,51.966577,,19,Tau,1,17489,,261.3364576,
517,17563,23466,1153,,29    Tau,,163.6661,5.34,-0.73,B3V,-0.099,90.023266,135.590923,17.249793,,29,Tau,1,17521,,170.6082389,
518,17573,23408,1149,,20    Tau,Maia,117.5088,3.87,-1.48,B8III,-0.063,59.14718,89.215057,48.48319,,20,Tau,1,17532,,340.4081897,
519,17579,23432,1151,,21    Tau,Asterope,114.0251,5.76,0.475,B8V,-0.036,57.278032,86.462186,47.384166,,21,Tau,1,17537,,56.23413252,
520,17588,23441,1152,,22    Tau,,116.5501,6.43,1.097,A0Vn,-0.02,58.504648,88.4314,48.384192,,22,Tau,1,17546,,31.71027439,
521,17593,23614,1162,,26Pi  Eri,,147.4926,4.43,-1.414,M1III,1.604,79.523115,120.308509,-30.921273,Pi,26,Eri,1,17551,,320.3317601,Pi
522,17608,23480,1156,,23    Tau,Merope,116.5501,4.14,-1.193,B6IV,-0.051,58.663928,88.906234,47.309232,,23,Tau,1,17566,,261.3364576,V971
523,17618,23738,1171,,Sig For,,101.0101,5.91,0.888,A2V,0.11,48.454121,73.524414,-49.491166,Sig,,For,1,17576,,38.44147118,
524,17651,23754,1173,Gl 155,27Tau6Eri,,17.6274,4.22,2.989,F3/F5V,0.434,8.889125,13.538595,-6.958253,Tau-6,27,Eri,1,17609,,5.551367774,
525,17678,24512,1208,,Gam Hyi,,65.6168,3.26,-0.825,M2III,1.59,9.756821,14.915528,-63.149939,Gam,,Hyi,1,17637,,186.2087137,
526,17702,23630,1165,,25Eta Tau,Alcyone,123.6094,2.85,-2.61,B7III,-0.086,61.664507,94.489136,50.483636,Eta,25,Tau,1,17661,,963.8290236,
527,17717,23878,1181,,28Tau7Eri,,76.9231,5.24,0.81,A1V,0.075,38.39785,58.936381,-31.133766,Tau-7,28,Eri,1,17675,,41.3047502,
528,17738,23940,1184,,Rho For,,82.4402,5.52,0.939,G6III,0.973,38.836157,59.764756,-41.429356,Rho,,For,1,17696,,36.67752316,
529,17771,23793,1174,,30    Tau,,139.0821,5.08,-0.636,B3V,-0.125,74.186052,114.53293,26.879507,,30,Tau,1,17729,,156.4588018,
530,17847,23850,1178,,27    Tau,Atlas,117.2333,3.62,-1.725,B8III,-0.07,57.849417,90.077197,47.782936,,27,Tau,1,17805,,426.5795188,
531,17851,23862,1180,,28    Tau,Pleione,117.096,5.05,-0.293,B7p,-0.082,57.734463,89.91922,47.882552,,28,Tau,1,17809,,114.0775013,BU
532,17886,23848,1177,,42    Per,,82.3045,5.14,0.563,A3V,0.057,37.164748,58.082086,44.936209,,42,Per,1,17844,,51.85611777,V467
533,17959,23401,1148,,Gam Cam,,110.011,4.59,-0.617,A2IVn,0.064,18.873061,29.727281,104.223388,Gam,,Cam,1,17917,,153.7446457,
534,18089,24263,1199,,31    Tau,,238.6635,5.66,-1.229,B5V,0.046,125.647386,201.085298,27.161957,,31,Tau,1,18046,,270.1469073,
535,18141,24388,1202,,30    Eri,,179.5332,5.48,-0.791,B8+...,-0.09,94.262342,151.873097,-16.774721,,30,Eri,1,18098,,180.4679147,
536,18216,24587,1213,,33Tau8Eri,,115.6069,4.64,-0.675,B5V,-0.136,55.02931,89.546639,-48.147454,Tau-8,33,Eri,1,18171,,162.1810097,Tau-8
537,18246,24398,1203,,44Zet Per,,230.4147,2.84,-3.973,B1Ib,0.271,102.130978,166.878316,121.704179,Zet,44,Per,1,18201,,3382.205567,
538,18255,24554,1211,,32    Eri,,95.9693,4.46,-0.451,G8III,0.672,49.973192,81.782305,-4.946929,,32,Eri,1,18210,,131.9471457,
539,18453,24546,1210,,43    Per,,37.4392,5.28,2.413,F5IV,0.425,12.160486,20.360745,28.970233,,43,Per,1,18405,,9.436262203,
540,18471,24740,1218,,32    Tau,,42.337,5.62,2.486,F2IV,0.345,20.021553,33.609117,16.186738,,32,Tau,1,18424,,8.822669282,
541,18485,24769,1221,,33    Tau,,208.7683,6.05,-0.548,B9.5IV,0.031,98.082516,164.965823,82.160779,,33,Tau,1,18438,,144.2779623,V817
542,18532,24760,1220,,45Eps Per,,195.6947,2.9,-3.558,B0.5V,-0.199,76.156467,129.09969,125.816858,Eps,45,Per,1,18485,,2307.80973,Eps
543,18543,25025,1231,,34Gam Eri,Zaurak,62.3441,2.97,-1.004,M1IIIb Ca-1,1.588,30.760217,52.235828,-14.56308,Gam,34,Eri,1,18497,,219.5836501,Gam
544,18597,25422,1247,,Del Ret,,161.2903,4.56,-1.478,M2III,1.59,38.96927,66.651739,-141.610379,Del,,Ret,1,18550,,339.7817118,
545,18614,24912,1228,,46Xi  Per,Menkib,381.6794,3.98,-3.928,O7.5Iab:,0.016,156.01015,267.421217,223.218208,Xi,46,Per,1,18567,,3244.890157,Xi
546,18673,25267,1240,,36Tau9Eri,,100.4016,4.62,-0.389,Ap Si,-0.121,45.881115,79.408177,-40.863054,Tau-9,36,Eri,1,18626,,124.623516,Tau-9
547,18724,25204,1239,,35Lam Tau,,148.368,3.41,-2.447,B3V + A,-0.099,72.055648,125.663969,32.088342,Lam,35,Tau,1,18677,,829.4686951,Lam
548,18744,25705,1264,,Gam Ret,,143.8849,4.48,-1.31,M4III,1.5,33.370231,58.324809,-127.23007,Gam,,Ret,1,18697,,291.0717118,Gam
549,18772,25728,1266,,Iot Ret,,97.8474,4.97,0.017,K4III,1.386,23.426639,41.113996,-85.644921,Iot,,Ret,1,18725,,85.74326166,
550,18788,25340,1244,,35    Eri,,126.9036,5.28,-0.237,B5V,-0.133,62.691831,110.28381,-3.431904,,35,Eri,1,18741,,108.3427862,
551,18907,25490,1251,,38Nu  Tau,,35.8551,3.91,1.137,A1V,0.032,17.402678,31.124499,3.741217,Nu,38,Tau,1,18860,,30.5632828,
552,18957,25558,1253,,40    Tau,,196.4637,5.32,-1.146,B3V,-0.08,95.010692,170.952164,18.610485,,40,Tau,1,18910,,250.2649326,V1133
553,19009,25555,1252,,36    Tau,,347.2222,5.46,-2.243,G0III...,0.813,153.219239,277.445215,141.814617,,36,Tau,1,18961,,687.3849196,
554,19038,25604,1256,,37    Tau,,57.3723,4.36,0.566,K0III,1.064,25.633221,46.576223,21.568111,,37,Tau,1,18990,,51.71303179,
555,19076,25680,1262,Gl 160,39    Tau,,16.9377,5.9,4.756,G5V,0.62,7.532952,13.778856,6.347496,,39,Tau,1,19028,,1.090435546,
556,19167,25642,1261,,47Lam Per,,129.3661,4.25,-1.309,A0IVn,-0.011,39.202478,72.642846,99.608154,Lam,47,Per,1,19119,,290.8037483,
557,19171,25823,1268,,41    Tau,,128.866,5.18,-0.371,B9p Si,-0.124,54.226342,100.506259,59.702906,,41,Tau,1,19123,,122.5744632,GS
558,19205,25867,1269,,42Psi Tau,,27.6014,5.21,3.005,F1V,0.359,11.425468,21.265517,13.382011,Psi,42,Tau,1,19157,,5.470159629,
559,19302,25975,1277,,49    Per,,44.0917,6.07,2.848,K1III,0.943,16.337493,30.809479,26.979785,,49,Per,1,19254,,6.32120682,
560,19335,25998,1278,Gl 161.1,50    Per,,20.9952,5.52,3.909,F7V,0.52,7.724117,14.620741,12.937551,,50,Per,1,19287,,2.379030446,V582
561,19343,25940,1273,,48    Per,,146.1988,3.96,-1.865,B3Ve,-0.025,45.931031,86.988502,108.154671,,48,Per,1,19296,,485.2885002,MX
562,19388,26162,1283,,43Ome1Tau,,87.0322,5.51,0.812,K2III,1.077,38.120735,72.583225,29.208352,Ome-1,43,Tau,1,19340,,41.22873407,
563,19483,26409,1290,,37    Eri,,107.7586,5.44,0.278,G8III,0.941,49.239001,94.966675,-12.990301,,37,Eri,1,19434,,67.42174676,
564,19513,26322,1287,,44    Tau,,62.9327,5.39,1.396,F2IV-V,0.352,25.829011,50.059412,28.061784,,44,Tau,1,19464,,24.07686846,IM
565,19515,26612,1302,,Del Hor,,54.8246,4.93,1.235,A9V,0.334,18.681766,36.211985,-36.680469,Del,,Hor,1,19465,,27.92543841,
566,19554,26462,1292,,45    Tau,,36.9822,5.71,2.87,F4V,0.36,16.806438,32.750294,3.559426,,45,Tau,1,19505,,6.194410751,
567,19587,26574,1298,,38Omi1Eri,Beid,37.3134,4.04,1.181,F2II-III,0.327,16.838836,33.000244,-4.442368,Omi-1,38,Eri,1,19538,,29.34945222,Omi-1
568,19719,26690,1309,,46    Tau,,36.3372,5.29,2.488,F3V...,0.366,16.129791,32.193511,4.878772,,46,Tau,1,19669,,8.806432284,
569,19740,26722,1311,,47    Tau,,101.7294,4.84,-0.197,G5III,0.799,44.823011,89.841902,16.37646,,47,Tau,1,19690,,104.4239219,
570,19747,26967,1326,,Alp Hor,,35.2609,3.85,1.114,K1III,1.085,11.637776,23.342255,-23.728596,Alp,,Hor,1,19697,,31.21763511,
571,19777,26846,1318,,39    Eri,,74.2942,4.87,0.515,K3III,1.156,32.507483,65.482178,-13.228201,,39,Eri,1,19727,,54.20008904,
572,19780,27256,1336,,Alp Ret,Rhombus,49.554,3.33,-0.145,G7III,0.915,10.180685,20.514413,-43.944776,Alp,,Ret,1,19730,,99.54054174,
573,19811,26673,1306,,52    Per,,291.5452,4.67,-2.654,G5II comp,1.007,98.172669,198.830839,189.280262,,52,Per,1,19761,,1003.690931,
574,19812,26630,1303,,51Mu  Per,,276.2431,4.12,-3.086,G0Ib...,0.935,81.176514,164.424627,206.603982,Mu,51,Per,1,19762,,1494.169957,
575,19849,26965,1325,Gl 166A,40Omi2Eri,Keid,4.9845,4.43,5.942,K1V,0.82,2.179524,4.432894,-0.66374,Omi-2,40,Eri,1,19799,Gl 166,0.365763193,
576,19860,26912,1320,,49Mu  Tau,,139.6648,4.27,-1.455,B3IV,-0.054,60.741083,123.898045,21.589212,Mu,49,Tau,1,19810,,332.6595533,
577,19877,26911,1319,,48    Tau,,45.4133,6.31,3.024,F5Vvar,0.4,19.232411,39.332662,12.060397,,48,Tau,1,19827,,5.375266488,V1099
578,19893,27290,1338,Gl 167.1,Gam Dor,,20.4625,4.26,2.705,F4III,0.312,5.584439,11.453148,-16.011327,Gam,,Dor,1,19843,,7.211074792,Gam
579,19921,27442,1355,Gl 167.3,Eps Ret,,18.2382,4.44,3.135,K2IV,1.078,4.063966,8.377204,-15.682734,Eps,,Ret,1,19871,,4.852885002,
580,19990,27045,1329,,50Ome2Tau,,28.9436,4.93,2.622,A3m,0.259,11.744304,24.419494,10.17349,Ome-2,50,Tau,1,19940,,7.783949326,
581,20020,27657,1372,,The Ret,,141.2429,5.88,0.13,B+...,-0.061,27.446131,57.330198,-126.132956,The,,Ret,1,19970,,77.26805851,
582,20042,27376,1347,,41Ups4Eri,,54.5554,3.55,-0.134,B9V,-0.108,19.536379,40.910335,-30.347713,Ups-4,41,Eri,1,19992,,98.53715069,
583,20049,28525,1426,,Del Men,,129.8701,5.67,0.102,K2/K3III+..,0.836,9.504047,19.922941,-127.980256,Del,,Men,1,20001,,79.28663749,
584,20087,27176,1331,,51    Tau,,54.0541,5.64,1.976,F0V,0.277,21.563364,45.405538,19.880595,,51,Tau,1,20037,,14.11237148,
585,20171,27295,1339,,53    Tau,,82.7815,5.5,0.91,B9IV,-0.069,32.802512,69.89479,29.858134,,53,Tau,1,20121,,37.6703799,V1024
586,20186,27309,1341,,56    Tau,,100,5.34,0.34,A0p Si,-0.107,39.389327,84.098442,37.093862,,56,Tau,1,20136,,63.67955209,V724
587,20205,27371,1346,,54Gam Tau,Prima Hyadum,49.5295,3.65,0.176,G8III,0.981,20.197375,43.211662,13.342572,Gam,54,Tau,1,20155,,74.06277837,
588,20219,27397,1351,,57    Tau,,45.7038,5.58,2.28,F3V...,0.283,18.745503,40.182346,11.084084,,57,Tau,1,20169,,10.66596121,V483
589,20250,27382,1348,,52Phi Tau,,98.4252,4.97,0.004,K1III,1.15,36.823987,79.288446,45.220144,Phi,52,Tau,1,20200,,86.7760745,
590,20252,27348,1343,,54    Per,,66.9344,4.93,0.802,G8III,0.95,23.204333,49.995533,37.97614,,54,Per,1,20203,,41.61021885,
591,20261,27459,1356,,58    Tau,,46.9484,5.26,1.902,F0V,0.225,19.048181,41.132174,12.226757,,58,Tau,1,20211,,15.10775732,V696
592,20297,29116,1456,,Nu  Men,,52.0562,5.78,2.198,F0/F2III,0.359,3.192246,6.921957,-51.495214,Nu,,Men,1,20248,,11.50270548,
593,20354,27396,1350,,53    Per,,155.521,4.8,-1.159,B4IV,-0.022,44.585331,97.329822,112.808858,,53,Per,1,20304,,253.2794766,V469
594,20384,28093,1395,,Eta Ret,,117.9245,5.24,-0.118,G7III,0.955,21.930322,48.059877,-105.430507,Eta,,Ret,1,20334,,97.09570065,
595,20400,27628,1368,,60    Tau,,44.3853,5.72,2.484,A3m,0.315,17.843646,39.180871,10.795882,,60,Tau,1,20350,,8.838936217,V775
596,20430,27638,1369,,59Chi Tau,,89.2857,5.38,0.626,B9V,-0.041,33.197022,73.337512,38.620336,Chi,59,Tau,1,20380,,48.93279241,
597,20455,27697,1373,,61Del1Tau,Secunda Hyadum,47.7099,3.77,0.377,G8III,0.983,18.695965,41.472036,14.380508,Del-1,61,Tau,1,20405,,61.54602374,
598,20484,27749,1376,,63    Tau,,49.9002,5.64,2.149,A1m,0.31,19.543265,43.59645,14.403874,,63,Tau,1,20433,,12.03372271,
599,20507,27861,1383,,42Xi  Eri,,64.1026,5.17,1.136,A2V,0.072,26.098491,58.399185,-4.187448,Xi,42,Eri,1,20455,,30.59144559,
600,20522,27820,1381,,66    Tau,,121.3592,5.1,-0.32,A3V,0.074,48.754803,109.330113,19.948493,,66,Tau,1,20470,,116.9499391,
601,20533,27778,1378,,62    Tau,,278.5515,6.34,-0.885,B3V,0.173,103.262614,231.920816,114.632395,,62,Tau,1,20481,,196.788629,
602,20535,28028,1393,,43    Eri,Beemim,90.8265,3.97,-0.821,K4III,1.468,30.609599,68.780131,-50.811792,,43,Eri,1,20483,,185.5239576,
603,20542,27819,1380,,64Del2Tau,,49.4805,4.8,1.328,A7V,0.154,19.182021,43.132146,14.833155,Del-2,64,Tau,1,20490,,25.6330332,
604,20579,27777,1377,,55    Per,,137.3626,5.73,0.041,B8V,-0.054,46.02692,103.970862,77.071904,,55,Per,1,20527,,83.86871712,
605,20591,27786,1379,,56    Per,,40.6174,5.77,2.726,F4V,0.4,13.618689,30.813728,22.689103,,56,Per,1,20539,,7.072940424,
606,20635,27934,1387,,65Kap1Tau,,47.1921,4.21,0.841,A7IV-V,0.136,17.521422,39.99522,17.9028,Kap-1,65,Tau,1,20583,,40.14209182,
607,20641,27946,1388,,67Kap2Tau,,45.3926,5.27,1.985,A7V,0.25,16.856604,38.499384,17.151282,Kap-2,67,Tau,1,20590,,13.99587323,
608,20648,27962,1389,,68Del3Tau,,45.5373,4.3,1.008,A2IV,0.049,17.36483,39.694452,14.017394,Del-3,68,Tau,1,20597,,34.41913883,V776
609,20661,27991,1391,,70    Tau,,47.1698,6.44,3.072,F7V,0.509,18.154334,41.56448,12.955162,,70,Tau,1,20609,,5.142804319,
610,20711,28024,1392,,69Ups Tau,,47.1476,4.28,0.913,A8Vn,0.263,17.275942,39.878289,18.280854,Ups,69,Tau,1,20659,,37.56643646,Ups
611,20713,28052,1394,,71    Tau,,49.0918,4.48,1.025,F0V...,0.262,18.787236,43.38653,13.216923,,71,Tau,1,20661,,33.88441561,V777
612,20732,28100,1396,,73Pi  Tau,,127.7139,4.69,-0.841,G8III,0.979,48.956077,113.410664,32.438204,Pi,73,Tau,1,20680,,188.9731054,
613,20789,28149,1399,,72    Tau,,115.8749,5.53,0.21,B7V,-0.098,41.981501,98.057445,45.269128,,72,Tau,1,20737,,71.77942913,
614,20873,28294,1408,,76    Tau,,57.5705,5.9,2.099,F0IV,0.325,21.667096,51.286984,14.648891,,76,Tau,1,20821,,12.60085459,
615,20877,28292,1407,,75    Tau,,57.241,4.96,1.171,K2IIIvar,1.137,21.36337,50.598509,16.122899,,75,Tau,1,20825,,29.62101936,
616,20885,28307,1411,,77The1Tau,,47.3261,3.84,0.464,G7III,0.952,17.673807,41.929015,13.014908,The-1,77,Tau,1,20833,,56.80675741,
617,20889,28305,1409,,74Eps Tau,Ain,44.964,3.53,0.266,K0III,1.014,16.488448,39.136798,14.772771,Eps,74,Tau,1,20837,,68.17105263,
618,20894,28319,1412,,78The2Tau,Chamukuy,46.1042,3.4,0.081,A7III,0.179,17.209733,40.871602,12.608233,The-2,78,Tau,1,20842,,80.83510374,The-2
619,20901,28355,1414,,79    Tau,,48.852,5.02,1.576,A7V,0.215,18.435376,43.875353,11.028918,,79,Tau,1,20849,,20.398583,
620,20995,28485,1422,,80    Tau,,45.8295,5.58,2.274,F0V...,0.324,16.863611,40.784467,12.353684,,80,Tau,1,20943,,10.72506666,
621,21036,28556,1430,,83    Tau,,45.208,5.4,2.124,F0V,0.263,16.696217,40.620058,10.725767,,83,Tau,1,20984,,12.31402412,
622,21039,28546,1428,,81    Tau,,44.9236,5.47,2.208,Am,0.258,16.437848,40.004104,12.150311,,81,Tau,1,20987,,11.39724804,
623,21060,28873,1443,,Del Cae,,215.9827,5.07,-1.602,B2IV-V,-0.194,57.976821,141.4236,-152.599589,Del,,Cae,1,21008,,380.8903765,
624,21109,28678,,,,Hoggar,226.7574,8.38,1.602,K0,1.008,85.200384,209.362436,18.088209,,,Tau,1,21057,,19.91590289,
625,21137,28677,1432,,85    Tau,,45.1671,6.01,2.736,F4V...,0.338,16.300733,40.27621,12.337302,,85,Tau,1,21085,,7.008095316,
626,21139,28749,1437,,45    Eri,,201.2072,4.91,-1.608,K3II-III,1.32,75.47305,186.515934,-0.154555,,45,Eri,1,21087,,383.0010812,
627,21148,28446,1417,,1    Cam,,100000,5.78,-14.22,B0III SB,0.119,22058.6551,54618.12528,80810.12383,,1,Cam,1,21096,,42461956.39,DL
628,21242,28704,1434,,57    Per,,59.1716,6.09,2.229,F0V,0.37,15.946524,40.181559,40.403027,,57,Per,1,21189,,11.17892391,
629,21248,29085,1453,,50Ups1Eri,,38.956,4.49,1.537,K0III,0.972,12.46101,31.436528,-19.340438,Ups-1,50,Eri,1,21195,,21.14462562,
630,21273,28910,1444,,86Rho Tau,,48.5201,4.65,1.22,A8V,0.255,17.218125,43.626235,12.430714,Rho,86,Tau,1,21220,,28.31391996,Rho
631,21278,29009,1449,,46    Eri,,253.8071,5.71,-1.313,B9p Si,-0.128,92.467861,234.479677,-29.783031,,46,Eri,1,21225,,291.8770848,EH
632,21281,29305,1465,,Alp Dor,,51.7063,3.3,-0.268,A0V:,-0.079,10.857822,27.56288,-42.378779,Alp,,Dor,1,21228,,111.4807803,Alp
633,21296,29064,1451,,47    Eri,,304.878,5.2,-2.221,M3III,1.708,110.349552,280.834871,-43.649527,,47,Eri,1,21243,,673.5967762,DV
634,21393,29291,1464,,52Ups2Eri,Theemin,65.5738,3.81,-0.274,G8III,0.957,20.338212,52.67393,-33.342657,Ups-2,52,Eri,1,21340,,112.0985513,
635,21402,29140,1458,,88    Tau,,47.8927,4.25,0.849,A5m,0.184,16.960482,43.985163,8.448853,,88,Tau,1,21349,,39.84740097,
636,21421,29139,1457,Gl 171.1A,87Alp Tau,Aldebaran,20.4332,0.87,-0.682,K5III,1.538,7.02722,18.287604,5.806661,Alp,87,Tau,1,21368,Gl 171.1,163.2300073,Alp
637,21444,29248,1463,,48Nu  Eri,,207.0393,3.93,-2.65,B2III SB,-0.21,73.800655,193.060106,-12.107266,Nu,48,Eri,1,21391,,1000,Nu
638,21476,29094,1454,,58    Per,,244.4988,4.25,-2.691,G8II comp,1.171,65.344458,171.773203,161.256794,,58,Per,1,21423,,1038.484455,
639,21547,29391,1474,,51    Eri,,29.4291,5.22,2.876,F0V,0.283,10.344537,27.521998,-1.270113,,51,Eri,1,21494,,6.160273583,
640,21588,29375,1472,,89    Tau,,49.8256,5.78,2.293,F0V,0.312,16.739841,44.86666,13.761717,,89,Tau,1,21535,,10.53901445,
641,21589,29388,1473,,90    Tau,,47.081,4.27,0.906,A6V,0.122,16.067112,43.063758,10.198975,,90,Tau,1,21536,,37.80941867,
642,21594,29503,1481,GJ 9160A,53    Eri,Sceptrum,33.6814,3.86,1.223,K1III,1.082,11.405856,30.579706,-8.321655,,53,Eri,1,21541,GJ 9160,28.23579369,
643,21673,29479,1478,,91Sig1Tau,,45.0857,5.08,1.81,A4m,0.141,14.988128,40.711111,12.275875,Sig-1,91,Tau,1,21620,,16.44371723,
644,21683,29488,1479,,92Sig2Tau,,47.6872,4.67,1.278,A5Vn,0.147,15.820925,43.043494,13.078825,Sig-2,92,Tau,1,21630,,26.84108084,
645,21727,29317,1467,,3    Cam,,129.5337,5.07,-0.492,K0III SB,1.079,26.641362,73.108522,103.558033,,3,Cam,1,21674,,137.0250597,
646,21730,29316,1466,,2    Cam,,44.4642,5.36,2.12,A8V,0.331,9.055143,24.867932,35.730538,,2,Cam,1,21677,,12.35947433,
647,21735,29589,1484,,93    Tau,,127.7139,5.45,-0.081,B8IV,-0.121,42.665536,117.313305,26.983949,,93,Tau,1,21682,,93.84259312,
648,21763,29755,1496,,54    Eri,,112.9944,4.32,-0.945,M3/M4III,1.599,36.197962,100.052855,-38.036843,,54,Eri,1,21710,,207.9696687,DM
649,21770,29875,1502,Gl 174.1A,Alp Cae,,20.1654,4.44,2.917,F2V,0.342,5.101798,14.124725,-13.457617,Alp,,Cae,1,21717,Gl 174.1,5.931984397,
650,21861,29992,1503,Gl 176.1,Bet Cae,,28.6697,5.04,2.753,F3V,0.391,7.623137,21.544405,-17.311611,Bet,,Cae,1,21808,,6.899220098,
651,21881,29763,1497,,94Tau Tau,,122.1001,4.27,-1.164,B3V,-0.112,37.416474,106.020957,47.623853,Tau,94,Tau,1,21828,,254.4485615,
652,21914,30185,1516,,Lam Pic,,114.8106,5.3,0,K0/K1III,0.977,24.154429,68.948883,-88.566919,Lam,,Pic,1,21861,,87.096359,
653,21928,29722,1494,,59    Per,,73.9645,5.3,0.955,A1Vn,0.028,17.748971,50.757956,50.787432,,59,Per,1,21875,,36.14098626,
654,21949,30612,1541,,Mu  Men,,150.6024,5.53,-0.359,B9IV,-0.114,16.208289,46.456426,-142.338231,Mu,,Men,1,21896,,121.2271793,
655,21961,29859,1499,,95    Tau,,48.2625,6.18,2.762,F7IV-V,0.544,14.484393,41.610636,19.698558,,95,Tau,1,21908,,6.842266728,
656,21986,30020,1505,,55    Eri,,653.5948,5.98,-3.097,F4IIIp (Sr),0.645,211.409419,610.333791,-99.926736,,55,Eri,1,21933,,1509.384897,DW
657,22024,30076,1508,,56    Eri,,100000,5.78,-14.22,B2Ve,-0.076,32162.72228,93524.86763,-14787.10441,,56,Eri,1,21971,,42461956.39,DX
658,22040,30478,1530,,Kap Dor,,67.0241,5.28,1.149,A8/A9III/IV,0.206,10.949339,31.95881,-57.887619,Kap,,Dor,1,21987,,30.2273448,
659,22109,30211,1520,,57Mu  Eri,,160,4.01,-2.011,B5IV,-0.148,51.015593,151.376745,-9.083835,Mu,57,Eri,1,22056,,555.1367774,Mu
660,22263,30495,1532,Gl 177,58    Eri,,13.2767,5.49,4.875,G3V,0.632,3.945704,12.072764,-3.867261,,58,Eri,1,22210,,0.977237221,IX
661,22280,30608,1539,,Zet Cae,,131.7523,6.35,0.751,K0III,1.071,35.334097,108.467357,-65.916742,Zet,,Cae,1,22227,,43.61139714,
662,22287,30121,1511,,4    Cam,,52.7704,5.29,1.678,A3m,0.246,8.938764,27.512543,44.134925,,4,Cam,1,22234,,18.56949101,
663,22325,30606,1538,,59    Eri,,41.7188,5.76,2.658,F8V,0.537,12.281746,38.105848,-11.729771,,59,Eri,1,22272,,7.530087105,
664,22441,30605,1537,,96    Tau,,333.3333,6.09,-1.524,K3III,1.551,96.752253,305.62486,91.343381,,96,Tau,1,22388,,354.4867445,
665,22449,30652,1543,Gl 178,1Pi 3Ori,Tabit,8.0684,3.19,3.656,F6V,0.484,2.413721,7.63677,0.977904,Pi-3,1,Ori,1,22396,,3.003308879,
666,22479,30814,1549,,60    Eri,,72.3066,5.03,0.734,K0III,0.992,20.822012,66.234033,-20.193785,,60,Eri,1,22426,,44.29961991,
667,22491,30856,,,,Mouhoun,118.0638,7.91,2.549,K0III,0.961,32.206232,102.609681,-48.714197,,,Eri,1,22438,,8.325302067,
668,22509,30739,1544,,2Pi 2Ori,,68.8231,4.35,0.161,A1Vn,0.01,20.273136,64.902011,10.64789,Pi-2,2,Ori,1,22456,,75.09309425,
